metric,system,count,mean_ms,median_ms,p95_ms,p99_ms,max_ms,stddev_ms
Sensor to controller,ROS1,586,35.43212633490969,28.221487998962402,80.02066612243652,159.98685359954823,220.9634780883789,25.670409012489696
Sensor to controller,ROS2,690,14.366618792215982,13.573408126831055,25.028324127197266,28.23131561279297,32.16361999511719,6.374092682322636
Controller to actuator,ROS1,586,10.075789262817175,5.988717079162598,32.32091665267944,65.15387296676633,107.23710060119629,12.315860597954988
Controller to actuator,ROS2,690,2.15567782305289,2.003788948059082,2.4885058403015137,6.703293323517013,21.16227149963379,1.8381566426307714
End to end,ROS1,586,45.507915597726864,39.99805450439453,93.3348536491394,173.29857349395746,235.61692237854004,28.00502569491804
End to end,ROS2,690,16.522296615268875,15.587091445922852,27.848613262176507,31.51655673980713,38.605690002441406,6.6447386341383
