trace_id,sensor_to_controller_ms,controller_to_actuator_ms,end_to_end_ms
568,27.45676040649414,5.378484725952148,32.83524513244629
570,39.60466384887695,25.54941177368164,65.1540756225586
573,20.145416259765625,2.4933815002441406,22.638797760009766
578,19.545316696166992,5.173444747924805,24.718761444091797
580,13.19265365600586,15.943050384521484,29.135704040527344
582,19.719600677490234,17.836809158325195,37.55640983581543
584,24.080276489257812,3.466367721557617,27.54664421081543
586,30.39693832397461,4.638433456420898,35.03537178039551
588,37.80817985534668,21.38209342956543,59.19027328491211
592,15.669107437133789,7.979869842529297,23.648977279663086
597,76.19261741638184,10.807275772094727,86.99989318847656
600,35.249948501586914,8.030176162719727,43.28012466430664
604,18.645524978637695,4.578590393066406,23.2241153717041
607,21.575450897216797,8.794784545898438,30.370235443115234
610,50.17876625061035,3.7450790405273438,53.923845291137695
613,29.357433319091797,6.868124008178711,36.22555732727051
615,25.133609771728516,17.077207565307617,42.21081733703613
616,27.297258377075195,12.30621337890625,39.603471755981445
617,39.7031307220459,7.476568222045898,47.1796989440918
619,13.869285583496094,3.7038326263427734,17.573118209838867
620,27.175426483154297,7.179975509643555,34.35540199279785
622,105.91459274291992,0.8261203765869141,106.74071311950684
624,140.9149169921875,2.241373062133789,143.1562900543213
628,15.112638473510742,12.241363525390625,27.354001998901367
629,24.31654930114746,17.379283905029297,41.69583320617676
630,35.30597686767578,5.280256271362305,40.586233139038086
631,46.03934288024902,0.9968280792236328,47.036170959472656
633,50.48036575317383,12.883663177490234,63.36402893066406
635,56.82992935180664,2.0761489868164062,58.90607833862305
636,44.06619071960449,4.00996208190918,48.07615280151367
637,87.68248558044434,4.640817642211914,92.32330322265625
639,57.39617347717285,11.624574661254883,69.02074813842773
642,25.202274322509766,7.833003997802734,33.0352783203125
645,15.296459197998047,3.9658546447753906,19.262313842773438
647,16.927242279052734,8.81052017211914,25.737762451171875
649,18.093585968017578,34.056901931762695,52.15048789978027
650,57.5098991394043,19.397974014282227,76.90787315368652
652,50.542593002319336,10.999202728271484,61.54179573059082
654,35.42971611022949,2.301454544067383,37.731170654296875
656,46.035051345825195,1.2922286987304688,47.327280044555664
659,14.193058013916016,7.668256759643555,21.86131477355957
660,22.53890037536621,2.6569366455078125,25.195837020874023
662,21.61693572998047,4.202842712402344,25.819778442382812
664,12.270450592041016,76.27534866333008,88.5457992553711
665,20.296096801757812,56.02884292602539,76.3249397277832
666,106.54592514038086,5.3691864013671875,111.91511154174805
670,46.346426010131836,3.612041473388672,49.95846748352051
673,17.01831817626953,3.165006637573242,20.183324813842773
675,18.507957458496094,16.855478286743164,35.36343574523926
676,30.378103256225586,17.71855354309082,48.096656799316406
678,46.991586685180664,11.28697395324707,58.278560638427734
681,27.639389038085938,8.044242858886719,35.683631896972656
684,30.818462371826172,2.7420520782470703,33.56051445007324
687,15.918970108032227,3.2567977905273438,19.17576789855957
689,21.983861923217773,2.294301986694336,24.27816390991211
691,17.011404037475586,4.543542861938477,21.554946899414062
694,25.32649040222168,14.214038848876953,39.54052925109863
696,128.28588485717773,8.030414581298828,136.31629943847656
699,50.943851470947266,1.1489391326904297,52.092790603637695
701,39.00408744812012,12.096166610717773,51.10025405883789
702,59.0360164642334,18.251895904541016,77.28791236877441
704,31.284093856811523,5.794525146484375,37.0786190032959
706,80.97481727600098,4.1656494140625,85.14046669006348
708,41.56970977783203,10.110139846801758,51.67984962463379
710,21.883726119995117,2.351522445678711,24.235248565673828
712,18.213748931884766,3.857851028442383,22.07159996032715
714,17.07768440246582,0.720977783203125,17.798662185668945
716,33.63394737243652,34.600257873535156,68.23420524597168
717,73.35710525512695,10.801315307617188,84.15842056274414
720,20.369529724121094,3.0884742736816406,23.458003997802734
722,59.473276138305664,6.688833236694336,66.162109375
726,40.26341438293457,7.092952728271484,47.356367111206055
728,163.8352870941162,9.119749069213867,172.95503616333008
733,39.27803039550781,3.7016868591308594,42.97971725463867
735,28.318166732788086,12.668848037719727,40.98701477050781
737,24.534225463867188,50.07743835449219,74.61166381835938
738,210.90364456176758,4.717350006103516,215.6209945678711
742,18.0971622467041,28.220176696777344,46.317338943481445
744,42.61970520019531,46.212196350097656,88.83190155029297
746,86.42983436584473,5.208492279052734,91.63832664489746
748,50.02593994140625,9.902238845825195,59.928178787231445
749,71.87318801879883,18.249988555908203,90.12317657470703
752,44.12198066711426,7.3184967041015625,51.44047737121582
755,34.54184532165527,15.035867691040039,49.57771301269531
757,37.839412689208984,3.838777542114258,41.67819023132324
760,16.644954681396484,7.28297233581543,23.927927017211914
762,13.967275619506836,5.337715148925781,19.304990768432617
763,27.24480628967285,14.30201530456543,41.54682159423828
765,20.55048942565918,7.660627365112305,28.211116790771484
767,24.73306655883789,2.255678176879883,26.988744735717773
769,26.116132736206055,9.706735610961914,35.82286834716797
771,21.435260772705078,7.704496383666992,29.13975715637207
773,22.97377586364746,7.099628448486328,30.07340431213379
775,26.403427124023438,6.239414215087891,32.64284133911133
777,27.756929397583008,84.3346118927002,112.0915412902832
779,30.169010162353516,21.913766860961914,52.08277702331543
781,18.503904342651367,5.166530609130859,23.670434951782227
782,36.6666316986084,19.686460494995117,56.353092193603516
784,33.12277793884277,10.438919067382812,43.561697006225586
786,25.98881721496582,15.127897262573242,41.11671447753906
787,38.44189643859863,0.8084774017333984,39.25037384033203
791,25.183916091918945,34.044504165649414,59.22842025756836
792,43.91050338745117,6.12330436706543,50.0338077545166
794,45.24946212768555,2.851247787475586,48.10070991516113
798,14.742612838745117,2.3136138916015625,17.05622673034668
801,17.81940460205078,7.2727203369140625,25.092124938964844
802,40.44938087463379,3.3903121948242188,43.83969306945801
805,24.91164207458496,26.438236236572266,51.34987831115723
807,23.431777954101562,1.1074542999267578,24.53923225402832
808,28.30219268798828,12.764453887939453,41.066646575927734
810,19.47951316833496,1.4739036560058594,20.95341682434082
812,18.35012435913086,2.689361572265625,21.039485931396484
814,33.11514854431152,16.585588455200195,49.70073699951172
816,33.570051193237305,10.769844055175781,44.339895248413086
819,17.86518096923828,3.336668014526367,21.20184898376465
822,23.906230926513672,12.253284454345703,36.159515380859375
823,79.58555221557617,9.163379669189453,88.74893188476562
828,37.14323043823242,11.833906173706055,48.97713661193848
830,18.379926681518555,43.30015182495117,61.68007850646973
832,16.330242156982422,54.30293083190918,70.6331729888916
834,23.09560775756836,23.134469985961914,46.23007774353027
836,19.121646881103516,5.671501159667969,24.793148040771484
838,27.017593383789062,2.209901809692383,29.227495193481445
840,49.636125564575195,1.3275146484375,50.963640213012695
841,71.1672306060791,4.465579986572266,75.63281059265137
844,109.93051528930664,5.93876838684082,115.86928367614746
847,25.873422622680664,3.764629364013672,29.638051986694336
849,13.086795806884766,4.738569259643555,17.82536506652832
854,176.41496658325195,0.6258487701416016,177.04081535339355
