trace_id,sensor_to_controller_ms,controller_to_actuator_ms,end_to_end_ms,controller_receive_s,actuator_receive_s
33,41.52941703796387,18.74089241027832,60.27030944824219,1787558935.818996,1787558935.8377368
34,28.841733932495117,17.99774169921875,46.83947563171387,1787558935.8394825,1787558935.8574803
35,39.99829292297363,13.797998428344727,53.79629135131836,1787558935.8839395,1787558935.8977375
36,28.079509735107422,13.028860092163086,41.10836982727051,1787558935.9044287,1787558935.9174576
37,40.92693328857422,6.232976913452148,47.15991020202637,1787558935.951428,1787558935.957661
38,28.859615325927734,5.180120468139648,34.03973579406738,1787558935.972329,1787558935.977509
39,40.489912033081055,19.89459991455078,60.384511947631836,1787558936.0177372,1787558936.0376318
40,28.280019760131836,19.929170608520508,48.209190368652344,1787558936.037718,1787558936.0576472
41,40.29250144958496,13.442516326904297,53.73501777648926,1787558936.084361,1787558936.0978036
42,27.31013298034668,13.642549514770508,40.95268249511719,1787558936.103757,1787558936.1173995
43,40.17829895019531,5.66554069519043,45.84383964538574,1787558936.1520164,1787558936.157682
44,28.17678451538086,5.171537399291992,33.34832191467285,1787558936.1723967,1787558936.1775682
45,40.60220718383789,19.17433738708496,59.77654457092285,1787558936.2185526,1787558936.237727
46,27.64439582824707,18.887042999267578,46.53143882751465,1787558936.2388759,1787558936.257763
47,40.85397720336914,12.550592422485352,53.40456962585449,1787558936.285501,1787558936.2980516
48,28.198957443237305,11.854410171508789,40.053367614746094,1787558936.305697,1787558936.3175514
49,40.35544395446777,5.315065383911133,45.670509338378906,1787558936.35237,1787558936.357685
50,28.239727020263672,5.04612922668457,33.28585624694824,1787558936.372744,1787558936.3777902
51,40.814876556396484,19.230365753173828,60.04524230957031,1787558936.4187486,1787558936.437979
52,27.866363525390625,19.141197204589844,47.00756072998047,1787558936.4386125,1787558936.4577537
53,41.21065139770508,13.457059860229492,54.66771125793457,1787558936.4851878,1787558936.4986448
54,28.27930450439453,12.421369552612305,40.700674057006836,1787558936.5051239,1787558936.5175452
55,41.434288024902344,4.183530807495117,45.61781883239746,1787558936.5534704,1787558936.557654
56,27.92668342590332,4.014730453491211,31.94141387939453,1787558936.5734398,1787558936.5774546
57,45.60422897338867,14.301776885986328,59.906005859375,1787558936.6235182,1787558936.63782
58,32.00697898864746,13.729095458984375,45.736074447631836,1787558936.6442354,1787558936.6579645
59,42.33551025390625,12.338399887084961,54.67391014099121,1787558936.6871612,1787558936.6994996
60,31.04686737060547,8.705615997314453,39.75248336791992,1787558936.7090685,1787558936.7177742
61,44.42858695983887,19.591569900512695,64.02015686035156,1787558936.7583551,1787558936.7779467
62,30.279159545898438,18.435955047607422,48.71511459350586,1787558936.7797532,1787558936.7981892
63,40.82679748535156,17.053842544555664,57.88064002990723,1787558936.820654,1787558936.8377078
64,30.3955078125,13.984918594360352,44.38042640686035,1787558936.8436446,1787558936.8576295
65,40.61388969421387,13.299942016601562,53.91383171081543,1787558936.8847203,1787558936.8980203
66,30.335426330566406,10.262012481689453,40.59743881225586,1787558936.9072902,1787558936.9175522
67,40.465354919433594,5.806446075439453,46.27180099487305,1787558936.9519045,1787558936.957711
68,29.872417449951172,3.4372806549072266,33.3096981048584,1787558936.9741535,1787558936.9775908
69,41.44644737243652,16.991376876831055,58.43782424926758,1787558937.0207639,1787558937.0377553
70,29.1898250579834,16.021013259887695,45.210838317871094,1787558937.0415556,1787558937.0575767
71,40.831804275512695,13.326168060302734,54.15797233581543,1787558937.0855827,1787558937.098909
72,28.305530548095703,11.780738830566406,40.08626937866211,1787558937.1056457,1787558937.1174264
73,40.21430015563965,6.079435348510742,46.29373550415039,1787558937.1516645,1787558937.157744
74,27.15587615966797,4.712104797363281,31.86798095703125,1787558937.1727161,1787558937.1774282
75,40.148258209228516,0.48828125,40.636539459228516,1787558937.2167816,1787558937.21727
76,28.390169143676758,20.655155181884766,49.04532432556152,1787558937.239104,1787558937.2597592
77,45.37487030029297,8.38923454284668,53.76410484313965,1787558937.289647,1787558937.2980363
78,30.8682918548584,6.427764892578125,37.29605674743652,1787558937.3112855,1787558937.3177133
79,43.14684867858887,2.4924278259277344,45.6392765045166,1787558937.3552077,1787558937.3577
80,29.420852661132812,1.3806819915771484,30.80153465270996,1787558937.3761864,1787558937.377567
81,41.671037673950195,16.902446746826172,58.57348442077637,1787558937.4210126,1787558937.437915
82,28.779268264770508,16.028165817260742,44.80743408203125,1787558937.4419231,1787558937.4579513
83,43.34855079650879,6.356954574584961,49.70550537109375,1787558937.4915056,1787558937.4978626
84,32.28616714477539,3.8225650787353516,36.10873222351074,1787558937.5138543,1787558937.5176768
85,42.95635223388672,1.287698745727539,44.24405097961426,1787558937.5565004,1787558937.5577881
86,32.356977462768555,18.790483474731445,51.1474609375,1787558937.579136,1787558937.5979264
87,42.81187057495117,14.456510543823242,57.268381118774414,1787558937.6233518,1787558937.6378083
88,28.36298942565918,13.261556625366211,41.62454605102539,1787558937.6445858,1787558937.6578474
89,43.485164642333984,8.316516876220703,51.80168151855469,1787558937.6896744,1787558937.697991
90,31.096458435058594,5.216836929321289,36.31329536437988,1787558937.7124996,1787558937.7177165
91,42.6175594329834,2.521514892578125,45.13907432556152,1787558937.7554288,1787558937.7579503
92,30.811548233032227,20.140647888183594,50.95219612121582,1787558937.777749,1787558937.7978897
93,43.39241981506348,12.081384658813477,55.47380447387695,1787558937.8258123,1787558937.8378937
94,35.27951240539551,7.0343017578125,42.31381416320801,1787558937.8508914,1787558937.8579257
95,41.55254364013672,9.89079475402832,51.44333839416504,1787558937.8892403,1787558937.899131
