trace_id,sensor_to_controller_ms,controller_to_actuator_ms,end_to_end_ms,controller_receive_s,actuator_receive_s
32,23.697376251220703,14.48369026184082,38.18106651306152,1787556122.5781581,1787556122.5926418
33,23.435592651367188,20.512104034423828,43.947696685791016,1787556122.612101,1787556122.6326132
34,22.48525619506836,8.140802383422852,30.62605857849121,1787556122.6444056,1787556122.6525464
35,22.817134857177734,16.150474548339844,38.96760940551758,1787556122.6765237,1787556122.6926742
36,23.226261138916016,0.75531005859375,23.981571197509766,1787556122.7121224,1787556122.7128778
37,25.498628616333008,4.6672821044921875,30.165910720825195,1787556122.7476215,1787556122.7522888
38,22.68528938293457,14.822721481323242,37.50801086425781,1787556122.7778635,1787556122.7926862
39,23.050785064697266,1.2023448944091797,24.253129959106445,1787556122.8119626,1787556122.813165
40,23.013830184936523,7.122039794921875,30.1358699798584,1787556122.8453546,1787556122.8524766
41,22.82881736755371,14.36305046081543,37.19186782836914,1787556122.878543,1787556122.892906
42,22.769927978515625,0.5588531494140625,23.328781127929688,1787556122.9117699,1787556122.9123287
43,22.580623626708984,7.68733024597168,30.267953872680664,1787556122.9446044,1787556122.9522917
44,22.906064987182617,14.323234558105469,37.229299545288086,1787556122.978414,1787556122.9927373
45,23.72002601623535,19.960641860961914,43.680667877197266,1787556123.0125768,1787556123.0325375
46,23.262977600097656,6.278753280639648,29.541730880737305,1787556123.046022,1787556123.0523007
47,23.31709861755371,14.263153076171875,37.580251693725586,1787556123.0784671,1787556123.0927303
48,23.13065528869629,0.6718635559082031,23.802518844604492,1787556123.112104,1787556123.1127758
49,23.463964462280273,7.146120071411133,30.610084533691406,1787556123.1451027,1787556123.1522489
50,23.943185806274414,13.278722763061523,37.22190856933594,1787556123.1794555,1787556123.1927342
51,23.469924926757812,20.899057388305664,44.36898231506348,1787556123.2127287,1787556123.2336278
52,24.09815788269043,6.713628768920898,30.811786651611328,1787556123.2456298,1787556123.2523434
53,23.812294006347656,12.95614242553711,36.768436431884766,1787556123.2797155,1787556123.2926717
54,22.77541160583496,20.36428451538086,43.13969612121582,1787556123.3122258,1787556123.33259
55,23.22864532470703,6.939172744750977,30.167818069458008,1787556123.345441,1787556123.3523803
56,24.11651611328125,11.98720932006836,36.10372543334961,1787556123.3805275,1787556123.3925147
57,25.865554809570312,17.191171646118164,43.05672645568848,1787556123.4155016,1787556123.4326928
58,26.2908935546875,3.13568115234375,29.42657470703125,1787556123.449465,1787556123.4526007
59,24.646282196044922,11.141777038574219,35.78805923461914,1787556123.481526,1787556123.4926677
60,27.999162673950195,13.325929641723633,41.32509231567383,1787556123.5195055,1787556123.5328314
61,26.16429328918457,4.132509231567383,30.296802520751953,1787556123.5488238,1787556123.5529563
62,25.156736373901367,11.10696792602539,36.26370429992676,1787556123.5814147,1787556123.5925217
63,24.4290828704834,19.174575805664062,43.60365867614746,1787556123.613316,1787556123.6324906
64,23.552656173706055,6.546497344970703,30.099153518676758,1787556123.6459155,1787556123.652462
65,22.882938385009766,14.21213150024414,37.095069885253906,1787556123.678319,1787556123.692531
66,23.056983947753906,20.48969268798828,43.54667663574219,1787556123.7118273,1787556123.732317
67,23.19192886352539,6.878376007080078,30.07030487060547,1787556123.7456374,1787556123.7525158
68,23.843765258789062,11.0321044921875,34.87586975097656,1787556123.7815278,1787556123.7925599
69,23.42963218688965,18.781423568725586,42.211055755615234,1787556123.8138971,1787556123.8326786
70,22.82571792602539,7.419586181640625,30.245304107666016,1787556123.8448465,1787556123.852266
71,22.880077362060547,13.338088989257812,36.21816635131836,1787556123.8793054,1787556123.8926435
72,23.180007934570312,19.991397857666016,43.17140579223633,1787556123.9126196,1787556123.932611
